step	kind	target	field	old	new	reason
s50	trigger_add	T5652「ZZ_血條_亡魂之堡_48」	threshold	—	HP<2880374	§5.7a 樣式3
s50	trigger_add	T5653「ZZ_血條_亡魂之堡_47」	threshold	—	HP<2820366	§5.7a 樣式3
s50	trigger_add	T5654「ZZ_血條_亡魂之堡_46」	threshold	—	HP<2760358	§5.7a 樣式3
s50	trigger_add	T5655「ZZ_血條_亡魂之堡_45」	threshold	—	HP<2700351	§5.7a 樣式3
s50	trigger_add	T5656「ZZ_血條_亡魂之堡_44」	threshold	—	HP<2640343	§5.7a 樣式3
s50	trigger_add	T5657「ZZ_血條_亡魂之堡_43」	threshold	—	HP<2580335	§5.7a 樣式3
s50	trigger_add	T5658「ZZ_血條_亡魂之堡_42」	threshold	—	HP<2520327	§5.7a 樣式3
s50	trigger_add	T5659「ZZ_血條_亡魂之堡_41」	threshold	—	HP<2460319	§5.7a 樣式3
s50	trigger_add	T5660「ZZ_血條_亡魂之堡_40」	threshold	—	HP<2400312	§5.7a 樣式3
s50	trigger_add	T5661「ZZ_血條_亡魂之堡_39」	threshold	—	HP<2340304	§5.7a 樣式3
s50	trigger_add	T5662「ZZ_血條_亡魂之堡_38」	threshold	—	HP<2280296	§5.7a 樣式3
s50	trigger_add	T5663「ZZ_血條_亡魂之堡_37」	threshold	—	HP<2220288	§5.7a 樣式3
s50	trigger_add	T5664「ZZ_血條_亡魂之堡_36」	threshold	—	HP<2160280	§5.7a 樣式3
s50	trigger_add	T5665「ZZ_血條_亡魂之堡_35」	threshold	—	HP<2100273	§5.7a 樣式3
s50	trigger_add	T5666「ZZ_血條_亡魂之堡_34」	threshold	—	HP<2040265	§5.7a 樣式3
s50	trigger_add	T5667「ZZ_血條_亡魂之堡_33」	threshold	—	HP<1980257	§5.7a 樣式3
s50	trigger_add	T5668「ZZ_血條_亡魂之堡_32」	threshold	—	HP<1920249	§5.7a 樣式3
s50	trigger_add	T5669「ZZ_血條_亡魂之堡_31」	threshold	—	HP<1860241	§5.7a 樣式3
s50	trigger_add	T5670「ZZ_血條_亡魂之堡_30」	threshold	—	HP<1800234	§5.7a 樣式3
s50	trigger_add	T5671「ZZ_血條_亡魂之堡_29」	threshold	—	HP<1740226	§5.7a 樣式3
s50	trigger_add	T5672「ZZ_血條_亡魂之堡_28」	threshold	—	HP<1680218	§5.7a 樣式3
s50	trigger_add	T5673「ZZ_血條_亡魂之堡_27」	threshold	—	HP<1620210	§5.7a 樣式3
s50	trigger_add	T5674「ZZ_血條_亡魂之堡_26」	threshold	—	HP<1560202	§5.7a 樣式3
s50	trigger_add	T5675「ZZ_血條_亡魂之堡_25」	threshold	—	HP<1500195	§5.7a 樣式3
s50	trigger_add	T5676「ZZ_血條_亡魂之堡_24」	threshold	—	HP<1440187	§5.7a 樣式3
s50	trigger_add	T5677「ZZ_血條_亡魂之堡_23」	threshold	—	HP<1380179	§5.7a 樣式3
s50	trigger_add	T5678「ZZ_血條_亡魂之堡_22」	threshold	—	HP<1320171	§5.7a 樣式3
s50	trigger_add	T5679「ZZ_血條_亡魂之堡_21」	threshold	—	HP<1260163	§5.7a 樣式3
s50	trigger_add	T5680「ZZ_血條_亡魂之堡_20」	threshold	—	HP<1200156	§5.7a 樣式3
s50	trigger_add	T5681「ZZ_血條_亡魂之堡_19」	threshold	—	HP<1140148	§5.7a 樣式3
s50	trigger_add	T5682「ZZ_血條_亡魂之堡_18」	threshold	—	HP<1080140	§5.7a 樣式3
s50	trigger_add	T5683「ZZ_血條_亡魂之堡_17」	threshold	—	HP<1020132	§5.7a 樣式3
s50	trigger_add	T5684「ZZ_血條_亡魂之堡_16」	threshold	—	HP<960124	§5.7a 樣式3
s50	trigger_add	T5685「ZZ_血條_亡魂之堡_15」	threshold	—	HP<900117	§5.7a 樣式3
s50	trigger_add	T5686「ZZ_血條_亡魂之堡_14」	threshold	—	HP<840109	§5.7a 樣式3
s50	trigger_add	T5687「ZZ_血條_亡魂之堡_13」	threshold	—	HP<780101	§5.7a 樣式3
s50	trigger_add	T5688「ZZ_血條_亡魂之堡_12」	threshold	—	HP<720093	§5.7a 樣式3
s50	trigger_add	T5689「ZZ_血條_亡魂之堡_11」	threshold	—	HP<660085	§5.7a 樣式3
s50	trigger_add	T5690「ZZ_血條_亡魂之堡_10」	threshold	—	HP<600078	§5.7a 樣式3
s50	trigger_add	T5691「ZZ_血條_亡魂之堡_09」	threshold	—	HP<540070	§5.7a 樣式3
s50	trigger_add	T5692「ZZ_血條_亡魂之堡_08」	threshold	—	HP<480062	§5.7a 樣式3
s50	trigger_add	T5693「ZZ_血條_亡魂之堡_07」	threshold	—	HP<420054	§5.7a 樣式3
s50	trigger_add	T5694「ZZ_血條_亡魂之堡_06」	threshold	—	HP<360046	§5.7a 樣式3
s50	trigger_add	T5695「ZZ_血條_亡魂之堡_05」	threshold	—	HP<300039	§5.7a 樣式3
s50	trigger_add	T5696「ZZ_血條_亡魂之堡_04」	threshold	—	HP<240031	§5.7a 樣式3
s50	trigger_add	T5697「ZZ_血條_亡魂之堡_03」	threshold	—	HP<180023	§5.7a 樣式3
s50	trigger_add	T5698「ZZ_血條_亡魂之堡_02」	threshold	—	HP<120015	§5.7a 樣式3
s50	trigger_add	T5699「ZZ_血條_亡魂之堡_01」	threshold	—	HP<60007	§5.7a 樣式3
s50	trigger_add	T5700「ZZ_血條_聚魂塔_99」	threshold	—	HP<1876548	§5.7a 樣式3
s50	trigger_add	T5701「ZZ_血條_聚魂塔_98」	threshold	—	HP<1857593	§5.7a 樣式3
s50	trigger_add	T5702「ZZ_血條_聚魂塔_97」	threshold	—	HP<1838638	§5.7a 樣式3
s50	trigger_add	T5703「ZZ_血條_聚魂塔_96」	threshold	—	HP<1819683	§5.7a 樣式3
s50	trigger_add	T5704「ZZ_血條_聚魂塔_95」	threshold	—	HP<1800728	§5.7a 樣式3
s50	trigger_add	T5705「ZZ_血條_聚魂塔_94」	threshold	—	HP<1781773	§5.7a 樣式3
s50	trigger_add	T5706「ZZ_血條_聚魂塔_93」	threshold	—	HP<1762818	§5.7a 樣式3
s50	trigger_add	T5707「ZZ_血條_聚魂塔_92」	threshold	—	HP<1743863	§5.7a 樣式3
s50	trigger_add	T5708「ZZ_血條_聚魂塔_91」	threshold	—	HP<1724908	§5.7a 樣式3
s50	trigger_add	T5709「ZZ_血條_聚魂塔_90」	threshold	—	HP<1705953	§5.7a 樣式3
s50	trigger_add	T5710「ZZ_血條_聚魂塔_89」	threshold	—	HP<1686998	§5.7a 樣式3
s50	trigger_add	T5711「ZZ_血條_聚魂塔_88」	threshold	—	HP<1668043	§5.7a 樣式3
s50	trigger_add	T5712「ZZ_血條_聚魂塔_87」	threshold	—	HP<1649088	§5.7a 樣式3
s50	trigger_add	T5713「ZZ_血條_聚魂塔_86」	threshold	—	HP<1630133	§5.7a 樣式3
s50	trigger_add	T5714「ZZ_血條_聚魂塔_85」	threshold	—	HP<1611178	§5.7a 樣式3
s50	trigger_add	T5715「ZZ_血條_聚魂塔_84」	threshold	—	HP<1592223	§5.7a 樣式3
s50	trigger_add	T5716「ZZ_血條_聚魂塔_83」	threshold	—	HP<1573268	§5.7a 樣式3
s50	trigger_add	T5717「ZZ_血條_聚魂塔_82」	threshold	—	HP<1554313	§5.7a 樣式3
s50	trigger_add	T5718「ZZ_血條_聚魂塔_81」	threshold	—	HP<1535358	§5.7a 樣式3
s50	trigger_add	T5719「ZZ_血條_聚魂塔_80」	threshold	—	HP<1516403	§5.7a 樣式3
s50	trigger_add	T5720「ZZ_血條_聚魂塔_79」	threshold	—	HP<1497448	§5.7a 樣式3
s50	trigger_add	T5721「ZZ_血條_聚魂塔_78」	threshold	—	HP<1478493	§5.7a 樣式3
s50	trigger_add	T5722「ZZ_血條_聚魂塔_77」	threshold	—	HP<1459538	§5.7a 樣式3
s50	trigger_add	T5723「ZZ_血條_聚魂塔_76」	threshold	—	HP<1440583	§5.7a 樣式3
s50	trigger_add	T5724「ZZ_血條_聚魂塔_75」	threshold	—	HP<1421628	§5.7a 樣式3
s50	trigger_add	T5725「ZZ_血條_聚魂塔_74」	threshold	—	HP<1402672	§5.7a 樣式3
s50	trigger_add	T5726「ZZ_血條_聚魂塔_73」	threshold	—	HP<1383717	§5.7a 樣式3
s50	trigger_add	T5727「ZZ_血條_聚魂塔_72」	threshold	—	HP<1364762	§5.7a 樣式3
s50	trigger_add	T5728「ZZ_血條_聚魂塔_71」	threshold	—	HP<1345807	§5.7a 樣式3
s50	trigger_add	T5729「ZZ_血條_聚魂塔_70」	threshold	—	HP<1326852	§5.7a 樣式3
s50	trigger_add	T5730「ZZ_血條_聚魂塔_69」	threshold	—	HP<1307897	§5.7a 樣式3
s50	trigger_add	T5731「ZZ_血條_聚魂塔_68」	threshold	—	HP<1288942	§5.7a 樣式3
s50	trigger_add	T5732「ZZ_血條_聚魂塔_67」	threshold	—	HP<1269987	§5.7a 樣式3
s50	trigger_add	T5733「ZZ_血條_聚魂塔_66」	threshold	—	HP<1251032	§5.7a 樣式3
s50	trigger_add	T5734「ZZ_血條_聚魂塔_65」	threshold	—	HP<1232077	§5.7a 樣式3
s50	trigger_add	T5735「ZZ_血條_聚魂塔_64」	threshold	—	HP<1213122	§5.7a 樣式3
s50	trigger_add	T5736「ZZ_血條_聚魂塔_63」	threshold	—	HP<1194167	§5.7a 樣式3
s50	trigger_add	T5737「ZZ_血條_聚魂塔_62」	threshold	—	HP<1175212	§5.7a 樣式3
s50	trigger_add	T5738「ZZ_血條_聚魂塔_61」	threshold	—	HP<1156257	§5.7a 樣式3
s50	trigger_add	T5739「ZZ_血條_聚魂塔_60」	threshold	—	HP<1137302	§5.7a 樣式3
s50	trigger_add	T5740「ZZ_血條_聚魂塔_59」	threshold	—	HP<1118347	§5.7a 樣式3
s50	trigger_add	T5741「ZZ_血條_聚魂塔_58」	threshold	—	HP<1099392	§5.7a 樣式3
s50	trigger_add	T5742「ZZ_血條_聚魂塔_57」	threshold	—	HP<1080437	§5.7a 樣式3
s50	trigger_add	T5743「ZZ_血條_聚魂塔_56」	threshold	—	HP<1061482	§5.7a 樣式3
s50	trigger_add	T5744「ZZ_血條_聚魂塔_55」	threshold	—	HP<1042527	§5.7a 樣式3
s50	trigger_add	T5745「ZZ_血條_聚魂塔_54」	threshold	—	HP<1023572	§5.7a 樣式3
s50	trigger_add	T5746「ZZ_血條_聚魂塔_53」	threshold	—	HP<1004617	§5.7a 樣式3
s50	trigger_add	T5747「ZZ_血條_聚魂塔_52」	threshold	—	HP<985662	§5.7a 樣式3
s50	trigger_add	T5748「ZZ_血條_聚魂塔_51」	threshold	—	HP<966707	§5.7a 樣式3
s50	trigger_add	T5749「ZZ_血條_聚魂塔_50」	threshold	—	HP<947752	§5.7a 樣式3
s50	trigger_add	T5750「ZZ_血條_聚魂塔_49」	threshold	—	HP<928796	§5.7a 樣式3
s50	trigger_add	T5751「ZZ_血條_聚魂塔_48」	threshold	—	HP<909841	§5.7a 樣式3
s50	trigger_add	T5752「ZZ_血條_聚魂塔_47」	threshold	—	HP<890886	§5.7a 樣式3
s50	trigger_add	T5753「ZZ_血條_聚魂塔_46」	threshold	—	HP<871931	§5.7a 樣式3
s50	trigger_add	T5754「ZZ_血條_聚魂塔_45」	threshold	—	HP<852976	§5.7a 樣式3
s50	trigger_add	T5755「ZZ_血條_聚魂塔_44」	threshold	—	HP<834021	§5.7a 樣式3
s50	trigger_add	T5756「ZZ_血條_聚魂塔_43」	threshold	—	HP<815066	§5.7a 樣式3
s50	trigger_add	T5757「ZZ_血條_聚魂塔_42」	threshold	—	HP<796111	§5.7a 樣式3
s50	trigger_add	T5758「ZZ_血條_聚魂塔_41」	threshold	—	HP<777156	§5.7a 樣式3
s50	trigger_add	T5759「ZZ_血條_聚魂塔_40」	threshold	—	HP<758201	§5.7a 樣式3
s50	trigger_add	T5760「ZZ_血條_聚魂塔_39」	threshold	—	HP<739246	§5.7a 樣式3
s50	trigger_add	T5761「ZZ_血條_聚魂塔_38」	threshold	—	HP<720291	§5.7a 樣式3
s50	trigger_add	T5762「ZZ_血條_聚魂塔_37」	threshold	—	HP<701336	§5.7a 樣式3
s50	trigger_add	T5763「ZZ_血條_聚魂塔_36」	threshold	—	HP<682381	§5.7a 樣式3
s50	trigger_add	T5764「ZZ_血條_聚魂塔_35」	threshold	—	HP<663426	§5.7a 樣式3
s50	trigger_add	T5765「ZZ_血條_聚魂塔_34」	threshold	—	HP<644471	§5.7a 樣式3
s50	trigger_add	T5766「ZZ_血條_聚魂塔_33」	threshold	—	HP<625516	§5.7a 樣式3
s50	trigger_add	T5767「ZZ_血條_聚魂塔_32」	threshold	—	HP<606561	§5.7a 樣式3
s50	trigger_add	T5768「ZZ_血條_聚魂塔_31」	threshold	—	HP<587606	§5.7a 樣式3
s50	trigger_add	T5769「ZZ_血條_聚魂塔_30」	threshold	—	HP<568651	§5.7a 樣式3
s50	trigger_add	T5770「ZZ_血條_聚魂塔_29」	threshold	—	HP<549696	§5.7a 樣式3
s50	trigger_add	T5771「ZZ_血條_聚魂塔_28」	threshold	—	HP<530741	§5.7a 樣式3
s50	trigger_add	T5772「ZZ_血條_聚魂塔_27」	threshold	—	HP<511786	§5.7a 樣式3
s50	trigger_add	T5773「ZZ_血條_聚魂塔_26」	threshold	—	HP<492831	§5.7a 樣式3
s50	trigger_add	T5774「ZZ_血條_聚魂塔_25」	threshold	—	HP<473876	§5.7a 樣式3
s50	trigger_add	T5775「ZZ_血條_聚魂塔_24」	threshold	—	HP<454920	§5.7a 樣式3
s50	trigger_add	T5776「ZZ_血條_聚魂塔_23」	threshold	—	HP<435965	§5.7a 樣式3
s50	trigger_add	T5777「ZZ_血條_聚魂塔_22」	threshold	—	HP<417010	§5.7a 樣式3
s50	trigger_add	T5778「ZZ_血條_聚魂塔_21」	threshold	—	HP<398055	§5.7a 樣式3
s50	trigger_add	T5779「ZZ_血條_聚魂塔_20」	threshold	—	HP<379100	§5.7a 樣式3
s50	trigger_add	T5780「ZZ_血條_聚魂塔_19」	threshold	—	HP<360145	§5.7a 樣式3
s50	trigger_add	T5781「ZZ_血條_聚魂塔_18」	threshold	—	HP<341190	§5.7a 樣式3
s50	trigger_add	T5782「ZZ_血條_聚魂塔_17」	threshold	—	HP<322235	§5.7a 樣式3
s50	trigger_add	T5783「ZZ_血條_聚魂塔_16」	threshold	—	HP<303280	§5.7a 樣式3
s50	trigger_add	T5784「ZZ_血條_聚魂塔_15」	threshold	—	HP<284325	§5.7a 樣式3
s50	trigger_add	T5785「ZZ_血條_聚魂塔_14」	threshold	—	HP<265370	§5.7a 樣式3
s50	trigger_add	T5786「ZZ_血條_聚魂塔_13」	threshold	—	HP<246415	§5.7a 樣式3
s50	trigger_add	T5787「ZZ_血條_聚魂塔_12」	threshold	—	HP<227460	§5.7a 樣式3
s50	trigger_add	T5788「ZZ_血條_聚魂塔_11」	threshold	—	HP<208505	§5.7a 樣式3
s50	trigger_add	T5789「ZZ_血條_聚魂塔_10」	threshold	—	HP<189550	§5.7a 樣式3
s50	trigger_add	T5790「ZZ_血條_聚魂塔_09」	threshold	—	HP<170595	§5.7a 樣式3
s50	trigger_add	T5791「ZZ_血條_聚魂塔_08」	threshold	—	HP<151640	§5.7a 樣式3
s50	trigger_add	T5792「ZZ_血條_聚魂塔_07」	threshold	—	HP<132685	§5.7a 樣式3
s50	trigger_add	T5793「ZZ_血條_聚魂塔_06」	threshold	—	HP<113730	§5.7a 樣式3
s50	trigger_add	T5794「ZZ_血條_聚魂塔_05」	threshold	—	HP<94775	§5.7a 樣式3
s50	trigger_add	T5795「ZZ_血條_聚魂塔_04」	threshold	—	HP<75820	§5.7a 樣式3
s50	trigger_add	T5796「ZZ_血條_聚魂塔_03」	threshold	—	HP<56865	§5.7a 樣式3
s50	trigger_add	T5797「ZZ_血條_聚魂塔_02」	threshold	—	HP<37910	§5.7a 樣式3
s50	trigger_add	T5798「ZZ_血條_聚魂塔_01」	threshold	—	HP<18955	§5.7a 樣式3
s50	trigger_add	T5799「ZZ_血條_啟動」	timer	—	t=20s 啟動 198 階	血池 t≈10 才灌滿，延後啟動防誤燒
